mir,disease,pmid
hsa-let-7g,Amyotrophic Lateral Sclerosis,30029588
hsa-let-7i,Amyotrophic Lateral Sclerosis,30029588
hsa-mir-103a,Amyotrophic Lateral Sclerosis,30031388
hsa-mir-106b,Amyotrophic Lateral Sclerosis,30031388
hsa-mir-128,Amyotrophic Lateral Sclerosis,30031388
hsa-mir-130a,Amyotrophic Lateral Sclerosis,30032142
hsa-mir-130b,Amyotrophic Lateral Sclerosis,30032144
hsa-mir-144,Amyotrophic Lateral Sclerosis,30032144
hsa-mir-148a,Amyotrophic Lateral Sclerosis,30034253
hsa-mir-148b,Amyotrophic Lateral Sclerosis,30034253
hsa-mir-151a,Amyotrophic Lateral Sclerosis,30034253
hsa-mir-151b,Amyotrophic Lateral Sclerosis,30034253
hsa-mir-15a,Amyotrophic Lateral Sclerosis,30034253
hsa-mir-15b,Amyotrophic Lateral Sclerosis,30036869
hsa-mir-16,Amyotrophic Lateral Sclerosis,30037365
hsa-mir-186,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-22,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-221,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-223,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-23a,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-26a,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-26b,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-27b,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-28,Amyotrophic Lateral Sclerosis,30038718
hsa-mir-30c,Amyotrophic Lateral Sclerosis,30041179
hsa-mir-342,Amyotrophic Lateral Sclerosis,30041414
hsa-mir-425,Amyotrophic Lateral Sclerosis,30041660
hsa-mir-451a,Amyotrophic Lateral Sclerosis,30041660
hsa-mir-532,Amyotrophic Lateral Sclerosis,30045018
hsa-mir-550a,Amyotrophic Lateral Sclerosis,30045854
hsa-mir-584,Amyotrophic Lateral Sclerosis,30046303
hsa-mir-93,Amyotrophic Lateral Sclerosis,30046303
hsa-mir-138,Thyroid Neoplasms,30046303
hsa-mir-7-2,Thyroid Neoplasms,30046303
hsa-mir-129,"Squamous Cell Carcinoma, Oral",30046303
hsa-mir-296,"Squamous Cell Carcinoma, Oral",30046303
hsa-mir-652,Neoplasms [unspecific],30047999
hsa-mir-1294,Gastric Neoplasms,30047999
hsa-mir-543,Infertility,30049386
hsa-mir-10b,"Carcinoma, Breast",30049682
hsa-mir-125,"Carcinoma, Breast",30051451
hsa-mir-223a,"Carcinoma, Hepatocellular",30055304
hsa-mir-222,"Carcinoma, Pancreatic",30055304
hsa-mir-484,"Carcinoma, Pancreatic",30056535
hsa-mir-502,"Carcinoma, Pancreatic",30058773
hsa-mir-362,"Carcinoma, Renal Cell",30059548
hsa-mir-200b,Human Cytomegalovirus Infection,30059664
hsa-mir-200c,Human Cytomegalovirus Infection,30059664
hsa-mir-1299,Rhinosinusitis,30061037
hsa-mir-3196,Rhinosinusitis,30061948
hsa-mir-32,Rhinosinusitis,30061948
hsa-mir-3924,Rhinosinusitis,30063890
hsa-mir-548e,Rhinosinusitis,30066160
hsa-mir-1-2,Neoplasms [unspecific],30066657
hsa-mir-1247,Neoplasms [unspecific],30066657
hsa-mir-133a-1,Neoplasms [unspecific],30066866
hsa-mir-133a-2,Neoplasms [unspecific],30066913
hsa-mir-133b,"Carcinoma, Rectal",30068360
hsa-mir-31,"Carcinoma, Rectal",30068360
hsa-mir-96,"Carcinoma, Rectal",30071609
hsa-mir-301,Pancreatic Neoplasms,30072395
hsa-mir-376a,Pancreatic Neoplasms,30073586
hsa-mir-216,"Adenocarcinoma, Pancreatic Ductal",30075175
hsa-mir-217,"Adenocarcinoma, Pancreatic Ductal",30076175
hsa-mir-182,Preeclampsia,30076175
hsa-mir-106a,Autistic Disorder,30076175
hsa-mir-106b,Autistic Disorder,30076175
hsa-mir-129-1,Autistic Disorder,30076175
hsa-mir-129-2,Autistic Disorder,30076175
hsa-mir-140,Autistic Disorder,30076721
hsa-mir-148b,Autistic Disorder,30076847
hsa-mir-15a,Autistic Disorder,30076847
hsa-mir-15b,Autistic Disorder,30077763
hsa-mir-181d,Autistic Disorder,30078346
hsa-mir-193b,Autistic Disorder,30081592
hsa-mir-21,Autistic Disorder,30081592
hsa-mir-212,Autistic Disorder,30081592
hsa-mir-27a,Autistic Disorder,30081592
hsa-mir-381,Autistic Disorder,30081592
hsa-mir-431,Autistic Disorder,30081592
hsa-mir-432,Autistic Disorder,30081592
hsa-mir-484,Autistic Disorder,30081592
hsa-mir-539,Autistic Disorder,30082847
hsa-mir-550a-1,Autistic Disorder,30083474
hsa-mir-550a-2,Autistic Disorder,30084039
hsa-mir-598,Autistic Disorder,30086965
hsa-mir-652,Autistic Disorder,30089699
hsa-mir-7-1,Autistic Disorder,30089772
hsa-mir-7-2,Autistic Disorder,30091053
hsa-mir-7-3,Autistic Disorder,30091683
hsa-mir-93,Autistic Disorder,30092337
hsa-mir-95,Autistic Disorder,30092342
hsa-mir-9-1,Brain Neoplasms,30097120
hsa-mir-9-2,Brain Neoplasms,30098429
hsa-mir-92b,Brain Neoplasms,30101604
hsa-mir-9-3,Brain Neoplasms,30103475
hsa-let-7a-1,Pituitary Adenoma,30106155
hsa-let-7a-2,Pituitary Adenoma,30107296
hsa-let-7a-3,Pituitary Adenoma,30108016
hsa-mir-141,Pituitary Adenoma,30108506
hsa-mir-143,Pituitary Adenoma,30110127
hsa-mir-150,Pituitary Adenoma,30110127
hsa-mir-15a,Pituitary Adenoma,30110127
hsa-mir-16-1,Pituitary Adenoma,30110127
hsa-mir-16-2,Pituitary Adenoma,30111726
hsa-mir-10b,Medulloblastoma,30112563
hsa-mir-125b-1,Medulloblastoma,30113161
hsa-mir-125b-2,Medulloblastoma,30116316
hsa-mir-153-1,Medulloblastoma,30116730
hsa-mir-153-2,Medulloblastoma,30116730
hsa-mir-181b-1,Medulloblastoma,30116730
hsa-mir-181b-2,Medulloblastoma,30116730
hsa-mir-17,Azoospermia,30116730
hsa-mir-18a,Azoospermia,30116730
hsa-mir-19a,Azoospermia,30116730
hsa-mir-19b-1,Azoospermia,30116953
hsa-mir-19b-2,Azoospermia,30117672
hsa-mir-20a,Azoospermia,30118158
hsa-mir-302a,Azoospermia,30118321
hsa-mir-371a,Azoospermia,30121641
hsa-mir-372,Azoospermia,30124166
hsa-mir-373,Azoospermia,30125971
hsa-mir-383,Azoospermia,30127862
hsa-mir-491,Azoospermia,30128653
hsa-mir-520d,Azoospermia,30128653
hsa-mir-92a-1,Azoospermia,30128653
hsa-mir-92a-2,Azoospermia,30130620
hsa-mir-127,"Lymphoma, Large B-Cell, Diffuse",30130620
hsa-mir-196a-1,Barrett Esophagus,30131392
hsa-mir-196a-2,Barrett Esophagus,30132347
hsa-mir-24,Kaposi Sarcoma,30132864
hsa-mir-184,Glioblastoma,30133717
hsa-mir-422b,Ovarian Neoplasms,30133717
hsa-mir-30b,Bladder Neoplasms,30133717
hsa-mir-133,Vascular Hypertrophy,30136305
hsa-mir-451a,Myocardial Infarction,30138892
hsa-mir-221,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",30141361
hsa-mir-222,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",30143393
hsa-mir-34a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",30143393
hsa-mir-16,Breast Adenocarcinoma,30144391
hsa-mir-34,Prostate Neoplasms,30149628
hsa-mir-15b,Inflammation,30150203
hsa-mir-148a,"Carcinoma, Esophageal",30150364
hsa-mir-205,"Carcinoma, Esophageal",30150674
hsa-mir-187,Ischemia-Reperfusion Injury,30150674
hsa-mir-194-1,Ischemia-Reperfusion Injury,30153566
hsa-mir-194-2,Ischemia-Reperfusion Injury,30154547
hsa-mir-199a-1,Ischemia-Reperfusion Injury,30154547
hsa-mir-199a-2,Ischemia-Reperfusion Injury,30154547
hsa-mir-20a,Ischemia-Reperfusion Injury,30155647
hsa-mir-103a-1,Gastric Neoplasms,30156909
hsa-mir-103a-2,Gastric Neoplasms,30157478
hsa-let-7g,Prostate Neoplasms,30157485
hsa-mir-519a,Ovarian Neoplasms,30157923
hsa-mir-15a,Pancreatic Neoplasms,30160993
hsa-mir-133a,Bone Disease [unspecific],30166612
hsa-mir-141,Bone Disease [unspecific],30170060
hsa-mir-18a,Bone Disease [unspecific],30170406
hsa-mir-19a,Bone Disease [unspecific],30170406
hsa-mir-708,Urinary Bladder Cancer,30170406
hsa-mir-99b,Urinary Bladder Cancer,30170406
hsa-mir-129-1,Brain Neoplasms,30170406
hsa-mir-129-2,Brain Neoplasms,30170406
hsa-let-7c,Nevus,30171794
hsa-mir-125b-1,Nevus,30171794
hsa-mir-125b-2,Nevus,30182731
hsa-mir-29b-1,"Aortic Aneurysm, Thoracic",30183478
hsa-mir-29b-2,"Aortic Aneurysm, Thoracic",30184548
hsa-mir-29c,"Aortic Aneurysm, Thoracic",30186744
hsa-mir-30a,"Aortic Aneurysm, Thoracic",30186744
hsa-mir-30b,"Aortic Aneurysm, Thoracic",30186744
hsa-mir-30c-1,"Aortic Aneurysm, Thoracic",30186751
hsa-mir-30c-2,"Aortic Aneurysm, Thoracic",30187472
hsa-mir-30d,"Aortic Aneurysm, Thoracic",30187472
hsa-mir-30e,"Aortic Aneurysm, Thoracic",30187472
hsa-mir-125a,Endometriosis,30191752
hsa-mir-15b,Endometriosis,30191984
hsa-mir-16,Endometriosis,30192743
hsa-mir-221,Endometriosis,30194145
hsa-mir-222,Endometriosis,30194146
hsa-mir-182,Mesothelioma,30194146
hsa-mir-214,Mesothelioma,30194146
hsa-mir-497,Mesothelioma,30194146
hsa-mir-7-1,Mesothelioma,30194146
hsa-mir-7-2,Mesothelioma,30194167
hsa-mir-7-3,Mesothelioma,30195637
hsa-mir-29b-1,Ischemia,30195762
hsa-mir-29b-2,Ischemia,30195762
hsa-mir-30b,Ischemia,30195762
hsa-mir-29b-1,Myocardial Infarction,30195762
hsa-mir-29b-2,Myocardial Infarction,30195794
hsa-let-7a-1,Barrett Esophagus,30197143
hsa-let-7a-2,Barrett Esophagus,30197143
hsa-let-7a-3,Barrett Esophagus,30197143
hsa-mir-15b,Barrett Esophagus,30197143
hsa-mir-486,Barrett Esophagus,30197759
hsa-let-7i,Cerebral Malaria,30197759
hsa-mir-27a,Cerebral Malaria,30197759
hsa-mir-218-1,Colorectal Carcinoma,30201338
hsa-mir-218-2,Colorectal Carcinoma,30201338
hsa-mir-708,Colorectal Carcinoma,30201928
hsa-mir-197,Psoriasis,30203508
hsa-mir-423,Psoriasis,30205394
hsa-mir-1-2,Colorectal Carcinoma,30206377
hsa-mir-9-1,Colorectal Carcinoma,30206929
hsa-mir-9-2,Colorectal Carcinoma,30208330
hsa-mir-9-3,Colorectal Carcinoma,30209483
hsa-mir-320,Heart Failure,30212608
hsa-mir-92a,Heart Failure,30213797
hsa-mir-216a,Fatty Liver [unspecific],30214583
hsa-mir-216b,Fatty Liver [unspecific],30215537
hsa-mir-302a,Fatty Liver [unspecific],30216798
hsa-mir-125b-1,Pancreatic Neoplasms,30217293
hsa-mir-125b-2,Pancreatic Neoplasms,30219071
hsa-mir-429,Pancreatic Neoplasms,30220173
hsa-mir-652,Osteosarcoma,30220274
hsa-mir-146b,Periodontal Diseases,30220706
hsa-mir-107,Chronic Kidney Disease,30221677
hsa-mir-142,Chronic Kidney Disease,30221677
hsa-mir-211,Chronic Kidney Disease,30224451
hsa-mir-32,Chronic Kidney Disease,30233312
hsa-mir-100,Psoriasis,30233719
hsa-mir-142,Psoriasis,30235453
hsa-mir-378a,Psoriasis,30237038
hsa-mir-32,Gastric Neoplasms,30237038
hsa-mir-192,Pituitary Adenoma,30237739
hsa-mir-140,"Squamous Cell Carcinoma, Lung",30237739
hsa-mir-182,"Squamous Cell Carcinoma, Lung",30238497
hsa-mir-210,"Squamous Cell Carcinoma, Lung",30239899
hsa-mir-486,"Squamous Cell Carcinoma, Lung",30241379
hsa-mir-29a,Myocardial Infarction,30241379
hsa-mir-130b,"Tuberculosis, Pulmonary",30241379
hsa-mir-181b-1,"Tuberculosis, Pulmonary",30243489
hsa-mir-181b-2,"Tuberculosis, Pulmonary",30244194
hsa-mir-223,"Tuberculosis, Pulmonary",30244246
hsa-mir-302a,"Tuberculosis, Pulmonary",30244405
hsa-mir-329-1,"Tuberculosis, Pulmonary",30245277
hsa-mir-329-2,"Tuberculosis, Pulmonary",30245277
hsa-mir-342,"Tuberculosis, Pulmonary",30245919
hsa-mir-421,"Tuberculosis, Pulmonary",30245930
hsa-mir-424,"Tuberculosis, Pulmonary",30245930
hsa-mir-451a,"Tuberculosis, Pulmonary",30245930
hsa-mir-486,"Tuberculosis, Pulmonary",30245930
hsa-mir-520d,"Tuberculosis, Pulmonary",30246332
hsa-mir-548b,"Tuberculosis, Pulmonary",30246332
hsa-mir-550a-1,"Tuberculosis, Pulmonary",30248541
hsa-mir-550a-2,"Tuberculosis, Pulmonary",30249101
hsa-mir-550a-3,"Tuberculosis, Pulmonary",30249101
hsa-mir-550b-1,"Tuberculosis, Pulmonary",30249392
hsa-mir-550b-2,"Tuberculosis, Pulmonary",30249504
hsa-mir-640,"Tuberculosis, Pulmonary",30249878
hsa-mir-516a-1,Frontotemporal Lobar Degeneration,30249885
hsa-mir-516a-2,Frontotemporal Lobar Degeneration,30250584
hsa-mir-548b,Frontotemporal Lobar Degeneration,30250584
hsa-mir-548c,Frontotemporal Lobar Degeneration,30255827
hsa-mir-571,Frontotemporal Lobar Degeneration,30257238
hsa-mir-922,Frontotemporal Lobar Degeneration,30257251
hsa-mir-196a-1,"Carcinoma, Renal Cell",30257251
hsa-mir-215,"Carcinoma, Renal Cell",30257332
hsa-mir-132,Rheumatoid Arthritis,30257376
hsa-mir-15a,Rheumatoid Arthritis,30257388
hsa-mir-16-1,Rheumatoid Arthritis,30257973
hsa-mir-16-2,Rheumatoid Arthritis,30257973
hsa-mir-498,Rheumatoid Arthritis,30259272
hsa-mir-1-1,Gastric Neoplasms,30260095
hsa-mir-1-2,Gastric Neoplasms,30260095
hsa-mir-128-1,Gastric Neoplasms,30260323
hsa-mir-128-2,Gastric Neoplasms,30260323
hsa-mir-186,Gastric Neoplasms,30260323
hsa-mir-199b,Gastric Neoplasms,30260323
hsa-mir-26b,Gastric Neoplasms,30260323
hsa-mir-342,Gastric Neoplasms,30260323
hsa-mir-374b,Gastric Neoplasms,30260323
hsa-mir-487b,Gastric Neoplasms,30260323
hsa-mir-513a-1,Gastric Neoplasms,30260716
hsa-mir-513a-2,Gastric Neoplasms,30260972
hsa-mir-513c,Gastric Neoplasms,30268479
hsa-mir-515-1,Gastric Neoplasms,30268497
hsa-mir-515-2,Gastric Neoplasms,30269330
hsa-mir-516b-1,Gastric Neoplasms,30271077
hsa-mir-516b-2,Gastric Neoplasms,30271077
hsa-mir-517a,Gastric Neoplasms,30271077
hsa-mir-518f,Gastric Neoplasms,30271437
hsa-mir-519a-1,Gastric Neoplasms,30275189
hsa-mir-519a-2,Gastric Neoplasms,30278099
hsa-mir-519c,Gastric Neoplasms,30278099
hsa-mir-519e,Gastric Neoplasms,30280445
hsa-mir-520a,Gastric Neoplasms,30280445
hsa-mir-524,Gastric Neoplasms,30280445
hsa-mir-526a-1,Gastric Neoplasms,30280445
hsa-mir-526a-2,Gastric Neoplasms,30280445
hsa-mir-577,Gastric Neoplasms,30281809
hsa-mir-591,Gastric Neoplasms,30287053
hsa-mir-595,Gastric Neoplasms,30287418
hsa-mir-601,Gastric Neoplasms,30287499
hsa-mir-640,Gastric Neoplasms,30289952
hsa-mir-658,Gastric Neoplasms,30293950
hsa-mir-661,Gastric Neoplasms,30295821
hsa-mir-95,Gastric Neoplasms,30295821
hsa-mir-296,Pancreatic Neoplasms,30295821
hsa-mir-338,Pancreatic Neoplasms,30296017
hsa-mir-603,Pancreatic Neoplasms,30298011
hsa-mir-625,Pancreatic Neoplasms,30300747
hsa-mir-708,Pancreatic Neoplasms,30300747
hsa-mir-224,Urinary Bladder Cancer,30300747
hsa-mir-198,Lupus Nephritis,30300747
hsa-mir-145,"Scleroderma, Systemic",30300747
hsa-mir-146a,"Scleroderma, Systemic",30300747
hsa-mir-146b,"Scleroderma, Systemic",30300747
hsa-mir-29b-1,"Scleroderma, Systemic",30300747
hsa-mir-29b-2,"Scleroderma, Systemic",30300747
hsa-mir-31,"Scleroderma, Systemic",30300747
hsa-mir-503,"Scleroderma, Systemic",30300747
hsa-mir-10b,"Carcinoma, Oral",30300747
hsa-mir-15b,Urinary Bladder Cancer,30300747
hsa-mir-28,Urinary Bladder Cancer,30300747
hsa-mir-15b,"Carcinoma, Lung, Non-Small-Cell",30300747
hsa-mir-124-1,Lymphoma,30300747
hsa-mir-518b,Lymphoma,30300747
hsa-mir-539,Lymphoma,30300747
hsa-mir-550a-1,Lymphoma,30301470
hsa-mir-550a-2,Lymphoma,30301470
hsa-mir-222,Urinary Bladder Cancer,30302809
hsa-mir-452,Urinary Bladder Cancer,30302809
hsa-mir-34b,Heart Failure,30305431
hsa-mir-34c,Heart Failure,30308510
hsa-mir-650,Heart Failure,30309658
hsa-mir-106b,Ewing Sarcoma,30309658
hsa-mir-150,Ewing Sarcoma,30311168
hsa-mir-21,Ewing Sarcoma,30311168
hsa-mir-371a,Ewing Sarcoma,30311168
hsa-mir-557,Ewing Sarcoma,30314946
hsa-mir-598,Ewing Sarcoma,30317569
hsa-mir-137,Leiomyoma,30317577
hsa-mir-217,Leiomyoma,30319254
hsa-mir-363,Leiomyoma,30322013
hsa-mir-4792,Leiomyoma,30322266
hsa-mir-490,Leiomyoma,30324743
hsa-mir-135a-1,Lymphoma,30324743
hsa-mir-135a-2,Lymphoma,30324743
hsa-mir-184,Lymphoma,30324743
hsa-mir-342,Lymphoma,30326428
hsa-mir-363,Lymphoma,30332302
hsa-mir-708,Lymphoma,30332302
hsa-mir-103,Lung Neoplasms,30332981
hsa-mir-194,Lung Neoplasms,30332981
hsa-mir-500,Lung Neoplasms,30333363
hsa-mir-182,"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",30335885
hsa-mir-130b,"Carcinoma, Renal Cell",30335885
hsa-mir-139,"Carcinoma, Renal Cell",30337920
hsa-mir-199b,"Carcinoma, Renal Cell",30338821
hsa-mir-135b,Urinary Bladder Cancer,30341009
hsa-mir-15a,Urinary Bladder Cancer,30341009
hsa-mir-24-1,Urinary Bladder Cancer,30341388
hsa-mir-27b,Urinary Bladder Cancer,30342060
hsa-mir-574,Gastric Neoplasms,30342060
hsa-mir-125a,Head And Neck Neoplasms,30342168
hsa-mir-27b,Lymphoma,30343695
hsa-mir-29b,Lymphoma,30344495
hsa-mir-93,Lymphoma,30344699
hsa-mir-193b,Urinary Bladder Cancer,30346694
hsa-mir-20b,Urinary Bladder Cancer,30348117
hsa-mir-338,Urinary Bladder Cancer,30348117
hsa-mir-345,Urinary Bladder Cancer,30348127
hsa-mir-424,Urinary Bladder Cancer,30348127
hsa-mir-512-1,Urinary Bladder Cancer,30348127
hsa-mir-512-2,Urinary Bladder Cancer,30348127
hsa-mir-518a-1,Urinary Bladder Cancer,30348127
hsa-mir-518a-2,Urinary Bladder Cancer,30349053
hsa-mir-147b,Colorectal Carcinoma,30352481
hsa-mir-190a,Colorectal Carcinoma,30354014
hsa-mir-2110,Colorectal Carcinoma,30355654
hsa-mir-26a-1,Colorectal Carcinoma,30355788
hsa-mir-26a-2,Colorectal Carcinoma,30355788
hsa-mir-183,Esophageal Neoplasms,30355788
hsa-mir-20a,Esophageal Neoplasms,30355788
hsa-mir-19b-1,Inflammatory Bowel Diseases,30355788
hsa-mir-19b-2,Inflammatory Bowel Diseases,30361904
hsa-mir-629,Inflammatory Bowel Diseases,30361904
hsa-mir-181d,Ovarian Neoplasms,30362598
hsa-mir-182,"Shock, Septic",30362598
hsa-mir-199a,"Shock, Septic",30364292
hsa-mir-203,"Shock, Septic",30365154
hsa-mir-211,"Shock, Septic",30365981
hsa-mir-222,"Shock, Septic",30366049
hsa-mir-29b,"Shock, Septic",30366049
hsa-mir-92,"Carcinoma, Lung, Non-Small-Cell",30368872
hsa-mir-9,"Carcinoma, Thyroid, Medullary",30368872
hsa-mir-196a,"Squamous Cell Carcinoma, Lung",30368872
hsa-mir-224,"Squamous Cell Carcinoma, Lung",30369883
hsa-mir-650,"Squamous Cell Carcinoma, Lung",30372817
hsa-mir-146b,"Squamous Cell Carcinoma, Esophageal",30373812
hsa-mir-181b,"Squamous Cell Carcinoma, Esophageal",30375479
hsa-mir-132,Mesial Temporal Lobe Epilepsy,30375479
hsa-mir-21,Mesial Temporal Lobe Epilepsy,30375717
hsa-mir-150,Myeloproliferative Neoplasms,30377095
hsa-mir-31,Immune System Disease [unspecific],30377095
hsa-mir-148,Melanoma,30377095
hsa-mir-23a,Melanoma,30377095
hsa-mir-181,"Diabetes Mellitus, Type 2",30377095
hsa-mir-181-2,"Carcinoma, Thyroid, Papillary",30377095
hsa-mir-375,"Carcinoma, Thyroid, Papillary",30377095
hsa-mir-551b,"Carcinoma, Thyroid, Papillary",30377095
hsa-mir-99b,"Carcinoma, Thyroid, Papillary",30377095
hsa-mir-146b,Gastrointestinal Neoplasms,30377095
hsa-mir-451,Gastrointestinal Neoplasms,30377095
hsa-mir-126,Cholangiocarcinoma,30377095
hsa-mir-151,Cholangiocarcinoma,30378424
hsa-mir-1303,"Carcinoma, Breast",30378424
hsa-mir-486,"Carcinoma, Breast",30378765
hsa-mir-720,"Carcinoma, Breast",30382602
hsa-mir-425,Prostate Neoplasms,30385300
hsa-mir-1,"Carcinoma, Skin",30385300
hsa-mir-147b,Neuroblastoma,30387187
hsa-mir-182,Neuroblastoma,23988020
hsa-mir-222,Neuroblastoma,23988020
hsa-mir-496,Neuroblastoma,23988020
hsa-mir-690,Neuroblastoma,19211792
hsa-mir-155,Urinary Bladder Cancer,19211792
hsa-mir-196a-1,Urinary Bladder Cancer,19211792
hsa-mir-96,Neoplasms [unspecific],19211792
hsa-mir-502,"Carcinoma, Renal Cell",19211792
hsa-mir-135b,"Lymphoma, Large B-Cell",19211792
hsa-mir-146a,"Lymphoma, Large B-Cell",19211792
hsa-mir-155,"Lymphoma, Large B-Cell",19211792
hsa-mir-512,"Lymphoma, Large B-Cell",19211792
hsa-mir-708,"Lymphoma, Large B-Cell",19211792
hsa-mir-886,"Lymphoma, Large B-Cell",19211792
hsa-mir-219,Obesity,19745602
hsa-mir-422b,Obesity,20005451
hsa-mir-523,Obesity,20005451
hsa-mir-575,Obesity,20005451
hsa-mir-579,Obesity,20005451
hsa-mir-618,Obesity,20005451
hsa-mir-659,Obesity,20005451
hsa-mir-378,Liver Diseases [unspecific],20005451
hsa-mir-149,Chordoma,20005451
hsa-mir-1908,Chordoma,20005451
hsa-mir-2861,Chordoma,20005451
hsa-mir-3185,Chordoma,20005451
hsa-mir-663a,Chordoma,20935637
hsa-mir-1264,Laryngeal Neoplasms,20935637
hsa-mir-1265,Laryngeal Neoplasms,20935637
hsa-mir-1277,Laryngeal Neoplasms,20935637
hsa-mir-1291,Laryngeal Neoplasms,20935637
hsa-mir-130a,Laryngeal Neoplasms,20935637
hsa-mir-195,Laryngeal Neoplasms,20935637
hsa-mir-214,Laryngeal Neoplasms,20935637
hsa-mir-27b,Laryngeal Neoplasms,21045151
hsa-mir-191,Preeclampsia,21045151
hsa-mir-197,Preeclampsia,21045151
hsa-mir-198,Preeclampsia,21045151
hsa-mir-202,Preeclampsia,21045151
hsa-mir-25,Preeclampsia,21045151
hsa-mir-26b,Preeclampsia,21045151
hsa-mir-92b,Preeclampsia,21045151
hsa-mir-95,Preeclampsia,22081076
hsa-mir-483,"Carcinoma, Ovarian, Serous",22081076
hsa-mir-508,"Carcinoma, Ovarian, Serous",22081076
hsa-mir-509,"Carcinoma, Ovarian, Serous",22081076
hsa-mir-510,"Carcinoma, Ovarian, Serous",22081076
hsa-mir-1246,Pterygium,22081076
hsa-mir-1308,Pterygium,22081076
hsa-mir-141,Pterygium,22808086
hsa-mir-143,Pterygium,22808086
hsa-mir-18a,Pterygium,22808086
hsa-mir-1972,Pterygium,23594738
hsa-mir-1973,Pterygium,23697773
hsa-mir-200b,Pterygium,24388988
hsa-mir-210,Pterygium,24466011
hsa-mir-211,Pterygium,25196583
hsa-mir-29b,Pterygium,25760077
hsa-mir-31,Pterygium,25979172
hsa-mir-3172,Pterygium,25986864
hsa-mir-3175,Pterygium,26071398
hsa-mir-375,Pterygium,26158177
hsa-mir-451,Pterygium,26187665
hsa-mir-486,Pterygium,26311052
hsa-mir-663b,Pterygium,26440890
hsa-mir-665,Pterygium,26446789
hsa-mir-675,Pterygium,26461224
hsa-mir-934,Pterygium,26461224
hsa-let-7e,"Colitis, Ulcerative",26461224
hsa-mir-524,Glioblastoma,26461224
hsa-mir-612,Glioblastoma,26461224
hsa-mir-1280,Neoplasms [unspecific],26511107
hsa-mir-720,Neoplasms [unspecific],26539909
hsa-mir-130a,Bladder Neoplasms,26549028
hsa-mir-130b,Bladder Neoplasms,26636340
hsa-mir-20a,Bladder Neoplasms,26636540
hsa-mir-650,"Adenocarcinoma, Lung",26803515
hsa-mir-181b,Oral Leukoplakia,26867765
hsa-mir-345,Oral Leukoplakia,26981838
hsa-mir-106b,"Carcinoma, Gastric",27002617
hsa-mir-17,"Carcinoma, Gastric",27020592
hsa-mir-20a,"Carcinoma, Gastric",27058823
hsa-mir-378,"Carcinoma, Gastric",27065331
hsa-mir-146a,Inflammatory Bowel Diseases,27071407
hsa-mir-206,Inflammatory Bowel Diseases,27192121
hsa-mir-424,Inflammatory Bowel Diseases,27212446
hsa-mir-650,Glioma,27263970
hsa-mir-125b-2,Down Syndrome,27270310
hsa-mir-99a,Down Syndrome,27345398
